iAF1260_BIGG,Subsystem,name,reaction_string
HEX1,S_GlycolysisGluconeogenesis,Hexokinase (D-glucose:ATP),atp_c + glc__D_c <-> adp_c + g6p_c + h_c
HEX7,S_Alternate_Carbon_Metabolism,Hexokinase (D-fructose:ATP),atp_c + fru_c <-> adp_c + f6p_c + h_c
HEXt2rpp,S_Transport__Inner_Membrane,"Hexanoate transport via proton symport, reversible (periplasm)",h_p + hxa_p <-> h_c + hxa_c
HG2tex,S_Transport__Outer_Membrane_Porin,Mercury (Hg+2) transport via diffusion (extracellular to periplasm),hg2_e <-> hg2_p
HISTP,S_Histidine_Metabolism,Histidinol-phosphatase,h2o_c + hisp_c <-> histd_c + pi_c
HISTRS,S_tRNA_Charging,Histidyl-tRNA synthetase,atp_c + his__L_c + trnahis_c <-> amp_c + histrna_c + ppi_c
HKNDDH,S_Alternate_Carbon_Metabolism,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",h2o_c + hkndd_c <-> h_c + op4en_c + succ_c
HKNTDH,S_Alternate_Carbon_Metabolism,2-hydroxy-6-ketononotrienedioate hydrolase,h2o_c + hkntd_c <-> fum_c + h_c + op4en_c
HMPK1,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Hydroxymethylpyrimidine kinase (ATP),4ahmmp_c + atp_c <-> 4ampm_c + adp_c + h_c
HOMt2pp,S_Transport__Inner_Membrane,L-homoserineserine efflux via proton symport,hom__L_c + h_p <-> h_c + hom__L_p
HOMtex,S_Transport__Outer_Membrane_Porin,L-homoserine transport via diffusion (extracellular to periplasm),hom__L_e <-> hom__L_p
HPPK2,S_Cofactor_and_Prosthetic_Group_Biosynthesis,6-hydroxymethyl-dihydropterin pyrophosphokinase,6hmhpt_c + atp_c <-> 6hmhptpp_c + amp_c + h_c
HPPPNtex,S_Transport__Outer_Membrane_Porin,3-(3-hydroxyphenyl)propionate transport via diffusion (extracellular to periplasm),3hpppn_e <-> 3hpppn_p
HPYRI,S_Alternate_Carbon_Metabolism,Hydroxypyruvate isomerase,hpyr_c <-> 2h3oppan_c
HPYRRy,S_Alternate_Carbon_Metabolism,Hydroxypyruvate reductase (NADPH),h_c + hpyr_c + nadph_c <-> glyc__R_c + nadp_c
HSDy,S_Threonine_and_Lysine_Metabolism,Homoserine dehydrogenase (NADPH),hom__L_c + nadp_c <-> aspsa_c + h_c + nadph_c
HXAND,S_Nucleotide_Salvage_Pathway,Hypoxanthine dehydrogenase,h2o_c + hxan_c + nad_c <-> h_c + nadh_c + xan_c
HXAtex,S_Transport__Outer_Membrane_Porin,Hexanoate transport via diffusion (extracellular to periplasm),hxa_e <-> hxa_p
HXCT,S_Alternate_Carbon_Metabolism,Acetyl-CoA:hexanoate-CoA transferase,accoa_c + hxa_c <-> ac_c + hxcoa_c
HXPRT,S_Nucleotide_Salvage_Pathway,Hypoxanthine phosphoribosyltransferase (Hypoxanthine),hxan_c + prpp_c <-> imp_c + ppi_c
HYD1pp,S_Oxidative_Phosphorylation,Hydrogenase (ubiquinone-8: 2 protons) (periplasm),2.0 h_c + h2_c + q8_c <-> q8h2_c + 2.0 h_p
HYD2pp,S_Oxidative_Phosphorylation,Hydrogenase (menaquinone8: 2 protons) (periplasm),2.0 h_c + h2_c + mqn8_c <-> mql8_c + 2.0 h_p
HYXNtpp,S_Transport__Inner_Membrane,Hypoxanthine transport (periplasm),hxan_p <-> hxan_c
ICDHyr,S_Citric_Acid_Cycle,Isocitrate dehydrogenase (NADP),icit_c + nadp_c <-> akg_c + co2_c + nadph_c
ICHORT,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Isochorismatase,h2o_c + ichor_c <-> 23ddhb_c + pyr_c
ICL,S_Anaplerotic_Reactions,Isocitrate lyase,icit_c <-> glx_c + succ_c
IDONt2rpp,S_Transport__Inner_Membrane,"L-idonate transport via proton symport, reversible (periplasm)",h_p + idon__L_p <-> h_c + idon__L_c
IDONtex,S_Transport__Outer_Membrane_Porin,L-idonate transport via diffusion (extracellular to periplasm),idon__L_e <-> idon__L_p
ILETRS,S_tRNA_Charging,Isoleucyl-tRNA synthetase,atp_c + ile__L_c + trnaile_c <-> amp_c + iletrna_c + ppi_c
ILEabcpp,S_Transport__Inner_Membrane,L-isoleucine transport via ABC system (periplasm),atp_c + h2o_c + ile__L_p <-> adp_c + h_c + ile__L_c + pi_c
ILEt2rpp,S_Transport__Inner_Membrane,L-isoleucine reversible transport via proton symport (periplasm),h_p + ile__L_p <-> h_c + ile__L_c
IMPC,S_Purine_and_Pyrimidine_Biosynthesis,IMP cyclohydrolase,h2o_c + imp_c <-> fprica_c
INDOLEt2rpp,S_Transport__Inner_Membrane,"Indole transport via proton symport, reversible (periplasm)",h_p + indole_p <-> h_c + indole_c
INDOLEtex,S_Transport__Outer_Membrane_Porin,Indole transport via diffusion (extracellular to periplasm),indole_e <-> indole_p
INOSTt4pp,S_Transport__Inner_Membrane,Na+/myo-inositol symporter (periplasm),inost_p + na1_p <-> inost_c + na1_c
INSH,S_Nucleotide_Salvage_Pathway,Inosine hydrolase,h2o_c + ins_c <-> hxan_c + rib__D_c
INSTtex,S_Transport__Outer_Membrane_Porin,Inositol transport via diffusion (extracellular to periplasm),inost_e <-> inost_p
IPDDI,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Isopentenyl-diphosphate D-isomerase,ipdp_c <-> dmpp_c
ISETACabcpp,S_Transport__Inner_Membrane,Isethionate transport via ABC system (periplasm),atp_c + h2o_c + isetac_p <-> adp_c + h_c + isetac_c + pi_c
K2L4Aabcpp,S_Transport__Inner_Membrane,KDO(2)-lipid IV A transport via ABC system (periplasm),atp_c + h2o_c + kdo2lipid4_c <-> adp_c + h_c + pi_c + kdo2lipid4_p
KARA1,S_Valine__Leucine__and_Isoleucine_Metabolism,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)",23dhmb_c + nadp_c <-> alac__S_c + h_c + nadph_c
KAS14,S_Membrane_Lipid_Metabolism,Beta-ketoacyl-ACP synthase,acACP_c + h_c + malACP_c <-> ACP_c + actACP_c + co2_c
KAS15,S_Membrane_Lipid_Metabolism,Beta-ketoacyl-ACP synthase (2),accoa_c + h_c + malACP_c <-> actACP_c + co2_c + coa_c
KDOCT2,S_Lipopolysaccharide_Biosynthesis__Recycling,3-deoxy-manno-octulosonate cytidylyltransferase,ctp_c + kdo_c <-> ckdo_c + ppi_c
KDOPS,S_Lipopolysaccharide_Biosynthesis__Recycling,3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase,ara5p_c + h2o_c + pep_c <-> kdo8p_c + pi_c
KG6PDC,S_Alternate_Carbon_Metabolism,3-keto-L-gulonate 6-phosphate decarboxylase,3dhgulnp_c + h_c <-> co2_c + xu5p__L_c
L_LACD2,S_Oxidative_Phosphorylation,L-Lactate dehydrogenase (ubiquinone),lac__L_c + q8_c <-> pyr_c + q8h2_c
L_LACt2rpp,S_Transport__Inner_Membrane,L-lactate reversible transport via proton symport (periplasm),h_p + lac__L_p <-> h_c + lac__L_c
L_LACtex,S_Transport__Outer_Membrane_Porin,L-lactate transport via diffusion (extracellular to periplasm),lac__L_e <-> lac__L_p
LA4NTpp,S_Lipopolysaccharide_Biosynthesis__Recycling,"4-amino-4-deoxy-L-arabinotransferase (LPS lipid A modification, periplasmic face of membrane))",colipa_p + uLa4n_p <-> acolipa_p + udcpp_p
LACZpp,S_Alternate_Carbon_Metabolism,B-galactosidase,h2o_p + lcts_p <-> gal_p + glc__D_p
LADGMDH,S_Murein_Recycling,L-alanyl-gamma-D-glutamyl-meso-diaminopimelate hydrolase,LalaDgluMdap_c + h2o_c <-> 26dap__M_c + LalaDglu_c
LALDO2x,S_Methylglyoxal_Metabolism,D-Lactaldehyde:NAD+ 1-oxidoreductase,h_c + mthgxl_c + nadh_c <-> lald__D_c + nad_c
LCARR,S_Methylglyoxal_Metabolism,"Lacaldehyde reductase (R-propane-1,2-diol forming)",h_c + lald__D_c + nadh_c <-> 12ppd__R_c + nad_c
LCARS,S_Alternate_Carbon_Metabolism,"Lacaldehyde reductase (S-propane-1,2-diol forming)",h_c + lald__L_c + nadh_c <-> 12ppd__S_c + nad_c
LDH_D,S_Pyruvate_Metabolism,D-lactate dehydrogenase,lac__D_c + nad_c <-> h_c + nadh_c + pyr_c
LEUabcpp,S_Transport__Inner_Membrane,L-leucine transport via ABC system (periplasm),atp_c + h2o_c + leu__L_p <-> adp_c + h_c + leu__L_c + pi_c
LEUtex,S_Transport__Outer_Membrane_Porin,L-leucine transport via diffusion (extracellular to periplasm),leu__L_e <-> leu__L_p
LIPAHT2ex,S_Lipopolysaccharide_Biosynthesis__Recycling,Core oligosaccharide lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane),colipa_e + h_e + hdca_e <-> h2o_e + hacolipa_e
LIPAHTex,S_Lipopolysaccharide_Biosynthesis__Recycling,Lipid A:hexadecanoate transferase (n-C16:0) (extracellular membrane),h_e + hdca_e + lipa_e <-> h2o_e + halipa_e
LPADSS,S_Lipopolysaccharide_Biosynthesis__Recycling,Lipid A disaccaride synthase,lipidX_c + u23ga_c <-> h_c + lipidAds_c + udp_c
LPLIPAL1A120pp,S_Glycerophospholipid_Metabolism,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C12:0) (periplasm)",1ddecg3p_p + h2o_p <-> ddca_p + glyc3p_p + h_p
LPLIPAL1A160pp,S_Glycerophospholipid_Metabolism,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C16:0) (periplasm)",1hdecg3p_p + h2o_p <-> glyc3p_p + h_p + hdca_p
LPLIPAL1A180pp,S_Glycerophospholipid_Metabolism,"Lysophospholipase L1 (2-acylglycerophosphotidate, n-C18:0) (periplasm)",1odecg3p_p + h2o_p <-> glyc3p_p + h_p + ocdca_p
LPLIPAL1E120pp,S_Glycerophospholipid_Metabolism,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C12:0) (periplasm)",1agpe120_p + h2o_p <-> ddca_p + g3pe_p + h_p
LPLIPAL1E160pp,S_Glycerophospholipid_Metabolism,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:0) (periplasm)",1agpe160_p + h2o_p <-> g3pe_p + h_p + hdca_p
LPLIPAL1E161pp,S_Glycerophospholipid_Metabolism,"Lysophospholipase L1 (2-acylglycerophosphoethanolamine, n-C16:1) (periplasm)",1agpe161_p + h2o_p <-> g3pe_p + h_p + hdcea_p
LPLIPAL1G120pp,S_Glycerophospholipid_Metabolism,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C12:0) (periplasm)",1agpg120_p + h2o_p <-> ddca_p + g3pg_p + h_p
LPLIPAL1G140pp,S_Glycerophospholipid_Metabolism,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C14:0) (periplasm)",1agpg140_p + h2o_p <-> g3pg_p + h_p + ttdca_p
LPLIPAL1G160pp,S_Glycerophospholipid_Metabolism,"Lysophospholipase L1 (2-acylglycerophosphoglycerol, n-C16:0) (periplasm)",1agpg160_p + h2o_p <-> g3pg_p + h_p + hdca_p
LPLIPAL2A140,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:0)",2tdecg3p_c + h2o_c <-> glyc3p_c + 2.0 h_c + ttdca_c
LPLIPAL2A141,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C14:1)",2tdec7eg3p_c + h2o_c <-> glyc3p_c + 2.0 h_c + ttdcea_c
LPLIPAL2A160,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:0)",2hdecg3p_c + h2o_c <-> glyc3p_c + 2.0 h_c + hdca_c
LPLIPAL2A161,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C16:1)",2hdec9eg3p_c + h2o_c <-> glyc3p_c + 2.0 h_c + hdcea_c
LPLIPAL2A180,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:0)",2odecg3p_c + h2o_c <-> glyc3p_c + 2.0 h_c + ocdca_c
LPLIPAL2A181,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphotidate, n-C18:1)",2odec11eg3p_c + h2o_c <-> glyc3p_c + 2.0 h_c + ocdcea_c
LPLIPAL2ATE140,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:0)",2agpe140_c + pg140_c <-> apg140_c + g3pe_c
LPLIPAL2ATE141,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C14:1)",2agpe141_c + pg141_c <-> apg141_c + g3pe_c
LPLIPAL2ATE160,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C16:0)",2agpe160_c + pg160_c <-> apg160_c + g3pe_c
LPLIPAL2ATE180,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:0)",2agpe180_c + pg180_c <-> apg180_c + g3pe_c
LPLIPAL2ATE181,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoethanolamine, n-C18:1)",2agpe181_c + pg181_c <-> apg181_c + g3pe_c
LPLIPAL2ATG120,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C12:0)",2agpg120_c + pg120_c <-> apg120_c + g3pg_c
LPLIPAL2ATG140,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C14:0)",2agpg140_c + pg140_c <-> apg140_c + g3pg_c
LPLIPAL2ATG180,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:0)",2agpg180_c + pg180_c <-> apg180_c + g3pg_c
LPLIPAL2ATG181,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (acyltransferase, 2-acyl-glycerophosphoglycerol, n-C18:1)",2agpg181_c + pg181_c <-> apg181_c + g3pg_c
LPLIPAL2E140,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C14:0)",2agpe140_c + h2o_c <-> g3pe_c + h_c + ttdca_c
LPLIPAL2E181,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)",2agpe181_c + h2o_c <-> g3pe_c + h_c + ocdcea_c
LPLIPAL2G120,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",2agpg120_c + h2o_c <-> ddca_c + g3pg_c + h_c
LPLIPAL2G160,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)",2agpg160_c + h2o_c <-> g3pg_c + h_c + hdca_c
LPLIPAL2G161,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)",2agpg161_c + h2o_c <-> g3pg_c + h_c + hdcea_c
LPLIPAL2G180,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)",2agpg180_c + h2o_c <-> g3pg_c + h_c + ocdca_c
LPLIPAL2G181,S_Glycerophospholipid_Metabolism,"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)",2agpg181_c + h2o_c <-> g3pg_c + h_c + ocdcea_c
LSERDHr,S_Glycine_and_Serine_Metabolism,L-serine dehydrogenase,nadp_c + ser__L_c <-> 2amsa_c + h_c + nadph_c
LYSDC,S_Threonine_and_Lysine_Metabolism,Lysine decarboxylase,h_c + lys__L_c <-> 15dap_c + co2_c
LYSt2pp,S_Transport__Inner_Membrane,L-lysine transport in via proton symport (periplasm),h_p + lys__L_p <-> h_c + lys__L_c
LYSt3pp,S_Transport__Inner_Membrane,L-lysine transport out via proton antiport (cytoplasm to periplasm),lys__L_c + h_p <-> h_c + lys__L_p
LYXI,S_Alternate_Carbon_Metabolism,Lyxose isomerase,lyx__L_c <-> xylu__L_c
LYXtex,S_Transport__Outer_Membrane_Porin,L-Lyxose transport via diffusion (extracellular to periplasm),lyx__L_e <-> lyx__L_p
M1PD,S_Alternate_Carbon_Metabolism,Mannitol-1-phosphate 5-dehydrogenase,mnl1p_c + nad_c <-> f6p_c + h_c + nadh_c
MALDDH,S_Alternate_Carbon_Metabolism,Malate decarboxylating oxidoreductase (decarboxylating),mal__D_c + nad_c <-> co2_c + nadh_c + pyr_c
MALDt2_2pp,S_Transport__Inner_Membrane,D-Malate transport via proton symport (2 H) (periplasm),2.0 h_p + mal__D_p <-> 2.0 h_c + mal__D_c
MALDtex,S_Transport__Outer_Membrane_Porin,D-Malate transport via diffusion (extracellular to periplasm),mal__D_e <-> mal__D_p
MALTATr,S_Alternate_Carbon_Metabolism,Maltose O-acetyltransferase,accoa_c + malt_c <-> acmalt_c + coa_c
MALTHXabcpp,S_Transport__Inner_Membrane,Maltohexaose transport via ABC system (periplasm),atp_c + h2o_c + malthx_p <-> adp_c + h_c + malthx_c + pi_c
MALTPTabcpp,S_Transport__Inner_Membrane,Maltopentaose transport via ABC system (periplasm),atp_c + h2o_c + maltpt_p <-> adp_c + h_c + maltpt_c + pi_c
MALTTRabcpp,S_Transport__Inner_Membrane,Maltotriose transport via ABC system (periplasm),atp_c + h2o_c + malttr_p <-> adp_c + h_c + malttr_c + pi_c
MALTTTRtexi,S_Transport__Outer_Membrane,MaltotetraoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,maltttr_e <-> maltttr_p
MALTptspp,S_Transport__Inner_Membrane,Maltose transport via PEP:Pyr PTS (periplasm),pep_c + malt_p <-> malt6p_c + pyr_c
MALTtexi,S_Transport__Outer_Membrane,MaltoseMaltotriose transport via diffusion (extracellular to periplasm) irreversible,malt_e <-> malt_p
MALt2_2pp,S_Transport__Inner_Membrane,Malate transport via proton symport (2 H) (periplasm),2.0 h_p + mal__L_p <-> 2.0 h_c + mal__L_c
MAN6PI,S_Alternate_Carbon_Metabolism,Mannose-6-phosphate isomerase,man6p_c <-> f6p_c
MANAO,S_Alternate_Carbon_Metabolism,Mannonate oxidoreductase,mana_c + nad_c <-> fruur_c + h_c + nadh_c
MANGLYCptspp,S_Transport__Inner_Membrane,2-O-alpha-mannosyl-D-glycerate transport via PEP:Pyr PTS (periplasm),pep_c + manglyc_p <-> man6pglyc_c + pyr_c
MANGLYCtex,S_Transport__Outer_Membrane_Porin,2-O-alpha-mannosyl-D-glycerate transport via diffusion (extracellular to periplasm),manglyc_e <-> manglyc_p
MANptspp,S_Transport__Inner_Membrane,D-mannose transport via PEP:Pyr PTS (periplasm),pep_c + man_p <-> man6p_c + pyr_c
MANtex,S_Transport__Outer_Membrane_Porin,D-mannose transport via diffusion (extracellular to periplasm),man_e <-> man_p
MCITD,S_Alternate_Carbon_Metabolism,2-methylcitrate dehydratase,2mcit_c <-> 2mcacn_c + h2o_c
MCITL2,S_Alternate_Carbon_Metabolism,Methylisocitrate lyase,micit_c <-> pyr_c + succ_c
MCITS,S_Alternate_Carbon_Metabolism,2-methylcitrate synthase,h2o_c + oaa_c + ppcoa_c <-> 2mcit_c + coa_c + h_c
MCOATA,S_Membrane_Lipid_Metabolism,Malonyl-CoA-ACP transacylase,ACP_c + malcoa_c <-> coa_c + malACP_c
MCPST,S_Cysteine_Metabolism,3-mercaptopyruvate sulfurtransferase,cyan_c + mercppyr_c <-> h_c + pyr_c + tcynt_c
MCTP1App,S_Murein_Biosynthesis,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),murein5p5p_p <-> ala__D_p + murein5px4p_p
MCTP1Bpp,S_Murein_Biosynthesis,Murein crosslinking transpeptidase 1B:(A2pm->A2pm) (periplasm),murein5p5p_p <-> alaala_p + murein5px3p_p
MCTP2App,S_Murein_Biosynthesis,Murein crosslinking transpeptidase 1A:(A2pm->D-ala) (periplasm),murein5p5p5p_p <-> 2.0 ala__D_p + murein5px4px4p_p
MDDCP3pp,S_Murein_Biosynthesis,"Murein D,D-carboxypeptidase (murein5p5p) (periplasm)",h2o_p + murein5p5p_p <-> ala__D_p + murein5p4p_p
MDDEP2pp,S_Murein_Recycling,"Murein D,D-endopeptidase (murein3px4p) (periplasm)",h2o_p + murein3px4p_p <-> murein4p3p_p
MDDEP3pp,S_Murein_Recycling,"Murein D,D-endopeptidase (murein5px4p) (periplasm)",h2o_p + murein5px4p_p <-> murein5p4p_p
MDDEP4pp,S_Murein_Recycling,"Murein D,D-endopeptidase (murein4px4px4p) (periplasm)",h2o_p + murein4px4px4p_p <-> murein4px4p4p_p
MDH,S_Citric_Acid_Cycle,Malate dehydrogenase,mal__L_c + nad_c <-> h_c + nadh_c + oaa_c
ME2,S_Anaplerotic_Reactions,Malic enzyme (NADP),mal__L_c + nadp_c <-> co2_c + nadph_c + pyr_c
MELIBt2pp,S_Transport__Inner_Membrane,Melibiose transport in via symport (periplasm),h_p + melib_p <-> h_c + melib_c
MELIBtex,S_Transport__Outer_Membrane_Porin,Melibiose transport via diffusion (extracellular to periplasm),melib_e <-> melib_p
METOX1s,S_Methionine_Metabolism,Methionine oxidation (spontaneous),h2o2_c + met__L_c <-> h2o_c + metsox_S__L_c
METOX2s,S_Methionine_Metabolism,Methionine oxidation 2 (spontaneous),h2o2_c + met__L_c <-> h2o_c + metsox_R__L_c
METS,S_Methionine_Metabolism,Methionine synthase,5mthf_c + hcys__L_c <-> h_c + met__L_c + thf_c
METSOX1abcpp,S_Transport__Inner_Membrane,L-methionine S-oxide transport via ABC system (periplasm),atp_c + h2o_c + metsox_S__L_p <-> adp_c + h_c + metsox_S__L_c + pi_c
METSOX2abcpp,S_Transport__Inner_Membrane,L-methionine R-oxide transport via ABC system (periplasm),atp_c + h2o_c + metsox_R__L_p <-> adp_c + h_c + metsox_R__L_c + pi_c
METSOX2tex,S_Transport__Outer_Membrane_Porin,L-methionine R-oxide diffusion (extracellular),metsox_R__L_e <-> metsox_R__L_p
METSOXR1,S_Methionine_Metabolism,L-methionine-S-oxide reductase,metsox_S__L_c + trdrd_c <-> h2o_c + met__L_c + trdox_c
METSOXR2,S_Methionine_Metabolism,L-methionine-R-sulfoxide reductase,metsox_R__L_c + trdrd_c <-> h2o_c + met__L_c + trdox_c
METtex,S_Transport__Outer_Membrane_Porin,L-methionine transport via diffusion (extracellular to periplasm),met__L_e <-> met__L_p
MG2t3_2pp,S_Inorganic_Ion_Transport_and_Metabolism,Magnesium (Mg+2) transport in/out via proton antiport (periplasm),2.0 h_c + mg2_p <-> mg2_c + 2.0 h_p
MI1PP,S_Cell_Envelope_Biosynthesis,Myo-inositol 1-phosphatase,h2o_c + mi1p__D_c <-> inost_c + pi_c
MLDCP1App,S_Murein_Biosynthesis,"Murein L,D-carboxypeptidase (murein5px4p) (periplasm)",h2o_p + murein5px4p_p <-> alaala_p + murein3px4p_p
MLDCP2App,S_Murein_Biosynthesis,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",h2o_p + murein5p5p_p <-> alaala_p + murein5p3p_p
MLDCP2Bpp,S_Murein_Biosynthesis,"Murein L,D-carboxypeptidase (murein4p3p) (periplasm)",h2o_p + murein4p3p_p <-> ala__D_p + murein3p3p_p
MLTG3,S_Alternate_Carbon_Metabolism,Maltodextrin glucosidase (maltopentaose),h2o_c + maltpt_c <-> glc__D_c + maltttr_c
MLTG4,S_Alternate_Carbon_Metabolism,Maltodextrin glucosidase (maltohexaose),h2o_c + malthx_c <-> glc__D_c + maltpt_c
MLTGY1pp,S_Murein_Recycling,Murein lytic transglycosylase (murein4p4p) (periplasm),murein4p4p_p <-> 2.0 anhgm4p_p
MLTGY2pp,S_Murein_Recycling,Murein lytic transglycosylase (murein4p3p) (periplasm),murein4p3p_p <-> anhgm3p_p + anhgm4p_p
MLTGY4pp,S_Murein_Recycling,Murein lytic transglycosylase (murein4px4p4p) (periplasm),murein4px4p4p_p <-> anhgm4p_p + murein4px4p_p
MLTP2,S_Alternate_Carbon_Metabolism,Maltodextrin phosphorylase (maltohexaose),malthx_c + pi_c <-> g1p_c + maltpt_c
MLTP3,S_Alternate_Carbon_Metabolism,Maltodextrin phosphorylase (maltoheptaose),malthp_c + pi_c <-> g1p_c + malthx_c
MMETt2pp,S_Transport__Inner_Membrane,S-methylmethionine permease (periplasm),h_p + mmet_p <-> h_c + mmet_c
MN6PP,S_Alternate_Carbon_Metabolism,Mannose 6-phosphate phosphatase,h2o_c + man6p_c <-> man_c + pi_c
MNNH,S_Alternate_Carbon_Metabolism,D-mannonate hydrolyase,mana_c <-> 2ddglcn_c + h2o_c
MOAT2,S_Lipopolysaccharide_Biosynthesis__Recycling,3-deoxy-D-manno-octulosonic acid transferase,ckdo_c + kdolipid4_c <-> cmp_c + h_c + kdo2lipid4_c
MOBDabcpp,S_Inorganic_Ion_Transport_and_Metabolism,Molybdate transport via ABC system (periplasm),atp_c + h2o_c + mobd_p <-> adp_c + h_c + mobd_c + pi_c
MSO3tex,S_Transport__Outer_Membrane_Porin,Methanesulfonate transport via diffusion (extracellular to periplasm),mso3_e <-> mso3_p
MTHFC,S_Folate_Metabolism,Methenyltetrahydrofolate cyclohydrolase,h2o_c + methf_c <-> 10fthf_c + h_c
MTHFD,S_Folate_Metabolism,Methylenetetrahydrofolate dehydrogenase (NADP),mlthf_c + nadp_c <-> methf_c + nadph_c
MTRPOX,S_Glycine_and_Serine_Metabolism,N-methyltryptophan oxidase,Nmtrp_c + h2o_c + o2_c <-> fald_c + h2o2_c + trp__L_c
N2Otex,S_Transport__Outer_Membrane_Porin,Nitrious oxide transport via diffusion (extracellular to periplasm),n2o_e <-> n2o_p
NACtpp,S_Transport__Inner_Membrane,Nicotinic acid uptake (periplasm),nac_p <-> nac_c
NADDP,S_Cofactor_and_Prosthetic_Group_Biosynthesis,NAD diphosphatase,h2o_c + nad_c <-> amp_c + 2.0 h_c + nmn_c
NADH10,S_Oxidative_Phosphorylation,NADH dehydrogenase (menaquinone-8 & 0 protons),h_c + mqn8_c + nadh_c <-> mql8_c + nad_c
NADN,S_Cofactor_and_Prosthetic_Group_Biosynthesis,NAD nucleosidase,h2o_c + nad_c <-> adprib_c + h_c + ncam_c
NADPHQR2,S_Oxidative_Phosphorylation,NADPH Quinone Reductase (Ubiquinone-8),h_c + nadph_c + q8_c <-> nadp_c + q8h2_c
NADPHQR3,S_Oxidative_Phosphorylation,NADPH Quinone Reductase (Menaquinone-8),h_c + mqn8_c + nadph_c <-> mql8_c + nadp_c
NADPHQR4,S_Oxidative_Phosphorylation,NADPH Quinone Reductase (2-Demethylmenaquinone-8),2dmmq8_c + h_c + nadph_c <-> 2dmmql8_c + nadp_c
NADPPPS,S_Cofactor_and_Prosthetic_Group_Biosynthesis,NADP phosphatase,h2o_c + nadp_c <-> nad_c + pi_c
NADS1,S_Cofactor_and_Prosthetic_Group_Biosynthesis,NAD synthase (nh3),atp_c + dnad_c + nh4_c <-> amp_c + h_c + nad_c + ppi_c
NAMNPP,S_Cofactor_and_Prosthetic_Group_Biosynthesis,Nicotinic acid mononucleotide pyrophosphorylase,atp_c + h2o_c + nac_c + prpp_c <-> adp_c + nicrnt_c + pi_c + ppi_c
NAt3_1p5pp,S_Inorganic_Ion_Transport_and_Metabolism,Sodium proton antiporter (H:NA is 1.5) (periplasm),2.0 na1_c + 3.0 h_p <-> 3.0 h_c + 2.0 na1_p
